Gene	GliNS1	G144	G166	G179	CB541	CB660
LOC123722	1	1	16	9	10	3
LOC123876	0	0	0	1	0	0
LOC124216	3	8	17	0	8	5
LOC124245	4	2	1	0	8	0
LOC124402	43	51	66	20	127	59
LOC124411	25	31	54	56	40	11
LOC124446	123	183	277	76	399	183
LOC124491	173	268	260	325	347	165
LOC124512	157	296	484	173	275	81
LOC124751	1	0	0	0	0	0
LOC124842	0	6	0	45	0	1
LOC124976	2	0	0	0	0	0
LOC125893	13	7	35	15	0	21
LOC126075	19	12	16	3	15	8
LOC126147	2	0	1	0	0	2
LOC126208	1	0	1	0	0	0
LOC126248	1	0	0	0	0	0
LOC126295	3	5	13	0	0	5
LOC126520	1	0	1	0	0	0
LOC126661	7	1	10	2	0	3
LOC126731	22	13	4	2	4	5
LOC126755	1	0	0	0	0	0
LOC126917	40	30	554	175	291	115
LOC127253	1	3	17	1	10	0
LOC127262	11	12	6	1	1	7
LOC127540	12	30	0	86	0	0
LOC127841	6	9	1	6	5	13
LOC128153	0	1	3	1	2	6
LOC128344	1	3	0	0	12	6
LOC128387	28	33	72	18	32	5
LOC128439	0	0	0	0	0	0
LOC128977	58	94	75	56	89	82
LOC129138	11	8	40	12	16	15
LOC129285	536	408	2468	1560	1085	1212
LOC129293	3	9	27	34	15	9
LOC129530	7	9	12	6	16	8
LOC129531	13	5	25	70	9	31
LOC129607	6	14	68	249	0	11
LOC129881	7	16	6	40	19	8
LOC130063	1	7	17	41	7	6
LOC130074	238	183	355	1043	901	451
LOC130355	89	100	81	38	100	42
LOC130502	33	36	86	124	17	36
LOC130576	1	0	6	4	0	1
LOC130940	3	7	3	8	14	6
LOC131055	0	0	1	0	0	0
LOC131368	0	0	1	1	0	0
LOC131873	0	0	6	0	7	0
LOC132241	35	14	92	70	29	34
LOC132321	53	36	189	228	51	36
LOC132430	2	0	24	0	7	8
LOC132671	1	0	0	1	0	0
LOC133308	7	15	59	27	12	17
LOC133491	0	4	0	0	0	0
LOC133619	146	81	298	62	79	96
LOC133926	41	71	361	291	282	64
LOC133957	19	6	18	3	21	39
LOC134121	0	0	3	3	9	6
LOC134145	350	222	608	149	325	198
LOC134147	92	128	98	121	793	147
LOC134218	37	15	95	25	46	40
LOC134285	0	1	0	0	0	0
LOC134466	5	10	0	27	9	19
LOC134492	3	1	36	11	12	16
LOC134548	7	13	39	40	0	7
LOC136263	3	3	17	2	3	3
LOC136288	5	0	51	17	26	12
LOC137392	146	70	281	364	354	160
LOC137886	38	49	82	132	71	155
LOC138046	1	1	0	0	0	1
LOC138255	0	0	5	0	0	2
LOC139201	5	2	36	25	13	16
LOC139886	7	2	8	0	15	9
LOC142893	0	0	1	0	0	0
LOC142937	1	1	0	0	0	0
LOC143188	0	0	0	0	0	1
LOC143381	29	8	0	138	59	77
LOC143458	5	0	1	0	4	1
LOC143666	4	4	14	2	2	10
LOC143903	0	0	55	31	0	0
LOC143941	70	61	175	93	47	112
LOC144097	45	8	45	2	17	9
LOC144233	6	6	13	3	10	9
LOC144363	22	29	56	57	87	63
LOC144438	39	34	142	23	57	67
LOC144486	4	10	2	12	5	1
LOC144501	0	0	270	14	29	5
LOC144874	33	20	67	66	98	25
LOC144920	0	0	1	0	0	0
LOC144983	12	9	117	194	137	51
LOC145216	23	21	6	0	28	12
LOC145414	0	0	0	0	2	1
LOC145474	3	4	0	0	0	1
LOC145660	0	0	1	0	0	0
LOC145694	0	0	0	0	2	0
LOC145757	1	0	0	1	0	0
LOC145820	6	13	0	0	0	1
LOC145837	1	0	1	0	0	1
LOC145842	22	31	38	19	149	24
LOC146174	28	22	117	43	64	17
LOC146177	5	0	1	0	0	6
LOC146346	106	91	183	365	682	79
LOC146439	0	4	15	61	31	7
LOC146443	1	0	2	0	0	1
LOC146517	8	6	25	6	65	25
LOC146542	6	3	2	0	4	0
LOC146562	1	0	9	1	0	7
LOC146712	1	0	4	6	11	2
LOC146713	3	0	0	1	0	0
LOC146909	75	38	282	42	54	80
LOC147158	9	2	13	24	0	0
LOC147299	39	14	4	1	4	2
LOC147343	264	121	0	72	3	3
LOC147645	95	75	1	2	0	1
LOC147650	5	1	8	0	10	1
LOC147670	3	4	2	6	7	6
LOC147727	187	102	133	171	70	84
LOC147804	16	5	3	14	4	5
LOC147808	27	6	10	3	13	17
LOC147965	1	8	9	3	0	1
LOC147991	27	20	7	13	18	5
LOC148137	25	14	26	5	37	19
LOC148145	0	0	0	0	1	0
LOC148189	92	117	606	67	160	100
LOC148203	47	51	72	42	67	110
LOC148206	106	101	121	219	124	83
LOC148213	2	0	0	0	2	2
LOC148413	10	11	349	79	279	32
LOC148418	0	0	4	13	10	0
LOC148490	0	0	3	0	0	0
LOC148523	1	0	2	0	0	2
LOC148709	2	1	12	1	14	3
LOC148823	0	0	1	0	0	0
LOC148898	8	13	32	76	1	7
LOC149134	9	14	20	34	9	37
LOC149157	0	1	4	0	0	3
LOC149297	11	2	0	0	0	0
LOC149351	30	32	69	81	22	5
LOC149401	2	8	4	0	0	1
LOC149469	0	5	1	0	0	2
LOC149478	2	1	8	0	0	2
LOC149603	13	11	39	26	59	14
LOC149643	2	0	0	0	0	0
LOC149692	0	0	3	0	0	0
LOC149773	0	2	0	0	0	0
LOC149832	39	51	132	31	226	102
LOC149837	0	0	7	31	0	0
LOC150005	0	0	0	0	0	1
LOC150084	1	0	0	0	0	4
LOC150159	6	2	3	0	11	0
LOC150166	78	117	123	492	167	108
LOC150223	15	8	144	141	13	51
LOC150271	187	179	4	12	204	62
LOC150371	6	3	2	2	12	31
LOC150383	66	98	356	383	401	139
LOC150384	3	2	4	8	0	1
LOC150568	12	11	1	28	1	1
LOC150577	0	0	2	0	0	2
LOC150678	0	3	1	4	3	1
LOC150759	50	80	65	49	233	78
LOC150763	0	0	1	0	0	0
LOC150935	8	4	21	3	2	5
LOC150946	14	7	5	10	48	23
LOC151162	13	13	34	0	17	23
LOC151174	1	0	0	0	0	1
LOC151194	38	35	158	36	41	45
LOC151300	0	1	3	1	0	1
LOC151438	0	0	0	4	0	1
LOC151534	1	1	6	7	0	0
LOC151579	0	0	0	1	0	0
LOC151657	0	0	0	0	0	4
LOC151760	0	0	3	0	0	0
LOC151835	0	0	6	0	4	0
LOC151877	8	1	1	1	1	3
LOC151963	3	10	8	6	25	5
LOC152024	0	1	0	0	0	0
LOC152185	17	8	41	79	25	14
LOC152195	5	0	1	13	2	4
LOC152217	89	83	412	403	260	70
LOC152485	215	142	91	34	312	84
LOC152519	0	0	34	0	0	0
LOC152573	1	0	20	1	1	1
LOC152719	5	2	5	0	0	1
LOC152742	0	0	0	1	0	0
LOC153222	20	22	156	8	5	19
LOC153328	0	0	0	0	0	1
LOC153364	56	30	129	67	145	42
LOC153441	0	0	0	0	0	1
LOC153469	2	0	0	0	32	33
LOC153561	2	7	19	19	7	14
LOC153577	1	0	0	0	0	3
LOC153682	1	0	0	2	5	5
LOC153684	4	3	4	1	0	2
LOC153811	48	70	179	84	75	57
LOC154761	4	4	1	8	0	4
LOC154860	0	0	54	345	229	51
LOC155036	9	5	8	9	19	14
LOC155060	145	85	153	178	68	95
LOC155435	95	62	112	107	60	54
LOC157378	32	43	124	170	264	32
LOC157381	0	0	0	0	1	0
LOC157503	3	0	11	0	0	1
LOC157562	1	0	10	21	0	1
LOC157567	3	5	7	0	0	7
LOC157627	16	14	0	0	0	1
LOC157657	2	1	3	0	0	2
LOC157697	4	8	4	11	13	3
LOC158160	96	150	150	306	205	28
LOC158257	29	17	41	21	14	30
LOC158318	3	0	0	0	0	0
LOC158376	0	0	2	0	0	0
LOC158381	4	12	8	3	39	6
LOC158402	2	2	10	14	22	3
LOC158563	3	7	3	9	0	1
LOC158572	0	0	9	3	0	2
LOC159090	39	48	149	443	56	42
LOC159091	5	10	16	0	6	6
LOC159110	4	3	4	4	2	1
LOC159176	0	0	2	0	0	0
LOC160824	0	0	1	0	0	1
LOC161247	0	1	5	4	0	4
LOC161527	13	9	46	28	76	30
LOC161635	0	1	0	0	0	1
LOC162073	183	119	103	123	104	26
LOC162427	90	101	260	112	200	111
LOC162632	9	11	5	29	25	6
LOC162967	38	30	35	43	58	28
LOC162993	9	7	26	13	8	2
LOC163131	24	31	57	28	1	11
LOC163223	0	0	1	0	0	0
LOC163233	27	30	45	467	27	32
LOC163404	38	31	5	63	34	6
LOC163590	68	33	157	179	179	91
LOC163782	0	0	4	0	0	10
LOC164045	1	1	0	0	0	0
LOC164395	2	0	3	0	0	4
LOC165186	0	0	5	3	11	9
LOC166994	1	0	0	0	0	1
LOC167127	0	0	0	2	0	0
LOC168474	0	0	0	0	1	0
LOC168850	29	18	27	53	60	20
LOC169355	0	0	0	1	0	0
LOC169834	14	10	0	55	60	16
LOC196264	1	0	0	0	0	0
LOC196394	19	15	162	25	25	31
LOC196463	11	5	11	1	14	8
LOC196541	0	0	3	2	2	0
LOC196549	0	0	2	0	0	0
LOC196996	0	0	2	0	0	0
LOC197322	20	9	29	30	10	10
LOC197336	5	6	65	95	30	119
LOC198437	6	2	0	0	0	0
LOC199800	0	4	1	0	0	0
LOC199899	1	2	2	1	2	5
LOC200030	5	0	8	8	0	7
LOC200205	7	9	19	19	93	15
LOC200383	2	6	0	0	0	0
LOC200420	1	1	1	0	0	0
LOC200810	4	7	12	0	8	5
LOC200830	0	0	16	8	27	3
LOC200895	4	0	0	0	0	0
LOC200916	2	1	168	1	3	9
LOC201158	21	31	115	65	47	43
LOC201164	10	9	57	15	5	16
LOC201181	0	0	14	8	0	2
LOC201191	2	1	1	7	11	7
LOC201229	7	3	29	18	7	24
LOC201477	0	0	0	0	0	1
LOC201725	60	50	113	82	78	55
LOC201895	72	70	633	225	126	142
LOC202051	7	3	14	1	1	16
LOC202181	1	0	16	5	0	5
LOC202459	324	532	518	221	621	270
LOC202460	0	1	2	0	0	1
LOC202781	30	46	84	35	38	14
LOC203069	0	0	3	2	1	2
LOC203274	26	7	8	9	0	0
LOC203427	20	14	56	25	0	11
LOC203547	81	75	275	13	129	49
LOC204010	0	0	18	105	0	3
LOC205251	45	22	190	98	94	57
LOC219347	4	9	4	8	0	4
LOC219414	0	0	2	0	0	0
LOC219638	0	1	0	0	0	0
LOC219854	35	61	62	70	110	88
LOC220032	0	0	2	0	1	0
LOC220070	29	24	84	52	9	29
LOC220074	8	8	7	17	7	15
LOC220594	9	11	9	28	30	9
LOC220686	147	142	281	250	209	423
LOC220906	103	158	236	215	127	124
LOC220929	9	5	5	14	0	1
LOC220930	3	11	4	11	3	6
LOC220980	0	1	0	0	0	0
LOC221091	5	1	23	15	42	5
LOC221143	17	5	18	18	10	20
LOC221272	0	0	0	0	7	0
LOC221362	111	60	13	5	50	12
LOC221442	80	78	66	72	61	62
LOC221584	7	0	7	1	0	5
LOC221710	9	20	371	43	18	12
LOC221711	0	0	0	0	0	1
LOC221814	3	3	13	19	21	8
LOC221946	10	4	9	3	4	4
LOC221955	42	16	137	8	50	18
LOC222171	0	0	4	27	0	0
LOC222699	3	2	1	6	12	0
LOC222967	1	0	0	0	0	2
LOC223075	1	0	1	0	177	3
LOC253017	158	105	4	5	1	1
LOC253039	14	16	5	59	44	1
LOC253724	0	0	2	5	0	1
LOC253805	0	2	0	12	2	1
LOC253962	0	0	0	0	9	0
LOC253970	0	0	0	1	148	28
LOC253981	180	169	220	26	347	231
LOC253982	6	2	10	16	37	7
LOC254057	0	0	3	0	0	0
LOC254128	18	17	13	83	78	17
LOC254359	0	0	3	0	0	0
LOC254531	1	0	6	0	1	2
LOC254559	0	0	0	0	0	1
LOC254808	0	0	1	1	1	0
LOC254848	7	2	37	5	15	6
LOC255104	6	3	15	26	9	4
LOC255167	0	0	0	1	0	2
LOC255177	2	1	2	3	0	1
LOC255326	39	44	184	245	124	94
LOC255374	0	3	6	0	0	1
LOC255458	0	0	3	3	0	0
LOC255480	1	0	0	0	0	0
LOC255512	1	0	2	0	6	1
LOC255743	1	1	0	0	0	3
LOC255798	0	0	0	0	1	0
LOC256021	0	2	0	0	0	0
LOC256126	1	1	0	1	0	4
LOC256283	4	2	9	7	4	5
LOC256676	0	0	1	0	0	1
LOC256880	0	0	2	5	0	1
LOC257396	4	3	10	31	0	2
LOC257407	21	26	1	0	64	3
LOC283012	9	5	15	29	33	13
LOC283038	0	0	1	0	0	0
LOC283045	0	0	1	0	0	0
LOC283070	99	102	1	45	596	49
LOC283075	4	3	8	37	74	21
LOC283089	0	0	0	2	0	0
LOC283130	79	86	415	214	194	297
LOC283140	7	7	12	3	14	0
LOC283143	1	0	1	0	4	0
LOC283152	0	11	9	1	10	4
LOC283174	247	247	1	23	19	51
LOC283194	1	0	0	9	0	2
LOC283219	20	6	16	28	47	26
LOC283232	1	0	1	0	0	1
LOC283267	1	0	0	0	0	2
LOC283270	5	3	11	0	2	5
LOC283278	0	0	1	0	0	0
LOC283314	52	43	122	117	74	92
LOC283331	3	1	0	0	0	0
LOC283335	4	1	9	8	6	6
LOC283337	40	44	126	40	99	53
LOC283345	27	16	101	34	48	37
LOC283357	29	12	57	146	183	106
LOC283377	14	9	38	60	61	10
LOC283387	57	68	6	0	15	8
LOC283400	160	341	235	510	695	215
LOC283404	0	0	19	4	0	0
LOC283454	9	1	0	0	0	1
LOC283464	3	10	20	0	1	4
LOC283480	2	1	0	0	0	0
LOC283483	0	0	2	0	5	0
LOC283485	0	1	4	0	9	0
LOC283487	2	2	13	20	1	8
LOC283501	12	4	8	0	9	7
LOC283507	0	0	1	21	17	5
LOC283508	1	0	2	0	0	0
LOC283514	0	0	2	0	0	1
LOC283516	1	0	0	0	1	0
LOC283537	18	6	43	0	22	10
LOC283547	2	4	1	82	0	0
LOC283551	2	0	6	2	0	3
LOC283575	0	0	2	0	0	1
LOC283588	1	0	0	0	0	0
LOC283596	58	112	142	149	155	65
LOC283624	15	22	16	9	56	90
LOC283658	7	7	79	26	60	56
LOC283663	1	0	3	1	11	0
LOC283666	2	1	4	0	17	15
LOC283682	0	1	0	31	0	3
LOC283683	1	0	7	0	0	1
LOC283697	1	0	4	16	12	0
LOC283701	3	0	1	0	0	1
LOC283711	0	1	1	0	0	2
LOC283728	1	3	2	1	3	4
LOC283731	0	2	4	2	1	11
LOC283755	14	25	20	18	75	11
LOC283761	0	0	0	0	0	1
LOC283767	0	0	17	0	0	0
LOC283816	1	0	0	0	0	0
LOC283824	1	0	0	0	0	0
LOC283849	113	65	182	59	154	194
LOC283861	7	5	2	52	43	21
LOC283867	0	0	0	0	2	3
LOC283874	5	9	18	35	17	14
LOC283887	5	1	1	12	0	0
LOC283901	4	1	6	2	3	4
LOC283904	0	0	3	41	0	0
LOC283911	1	0	0	0	0	0
LOC283922	2	0	4	0	0	0
LOC283932	0	3	0	0	0	1
LOC283951	52	5	241	103	66	55
LOC283970	68	44	258	37	53	51
LOC283981	1235	1472	237	1822	707	306
LOC283994	0	0	0	0	1	0
LOC284009	8	11	57	17	16	27
LOC284014	3	4	2	4	15	1
LOC284018	4	11	13	0	18	9
LOC284021	0	0	6	10	0	0
LOC284023	10	8	6	0	1	4
LOC284033	3	8	0	0	0	8
LOC284058	21	14	49	20	74	27
LOC284080	0	0	3	5	0	0
LOC284106	28	60	575	363	322	87
LOC284116	0	3	0	0	0	0
LOC284184	417	334	455	580	711	309
LOC284233	2	1	0	0	0	0
LOC284244	0	0	0	0	0	9
LOC284276	2	2	0	0	0	0
LOC284296	39	18	0	0	0	4
LOC284323	9	9	5	11	10	10
LOC284352	47	66	25	19	80	23
LOC284356	10	4	36	12	67	35
LOC284361	168	94	133	107	715	189
LOC284371	16	13	48	19	24	20
LOC284373	99	75	89	89	120	41
LOC284385	18	12	7	33	14	12
LOC284408	2	1	2	1	0	1
LOC284412	68	41	103	12	2	4
LOC284422	0	0	4	0	0	0
LOC284434	8	1	4	0	9	7
LOC284454	12	1	73	22	14	14
LOC284513	3	3	18	3	0	13
LOC284542	0	0	0	0	0	5
LOC284551	1	0	0	0	0	0
LOC284561	0	0	0	3	0	0
LOC284570	2	1	0	0	0	2
LOC284576	3	0	17	0	0	4
LOC284578	2	6	2	6	3	1
LOC284581	0	0	21	9	5	1
LOC284591	4	6	23	32	34	27
LOC284600	5	1	9	0	3	8
LOC284611	49	31	93	272	76	53
LOC284628	0	0	2	0	0	0
LOC284630	2	3	0	0	0	0
LOC284648	0	0	9	0	0	0
LOC284669	4	5	3	0	0	2
LOC284701	6	8	23	22	8	75
LOC284749	0	0	1	1	0	2
LOC284751	1	0	8	0	0	0
LOC284757	0	0	0	0	0	1
LOC284798	0	0	3	0	0	1
LOC284801	0	0	2	0	0	0
LOC284804	0	0	2	11	93	4
LOC284825	5	16	69	6	6	7
LOC284861	0	0	0	9	0	2
LOC284889	13	9	34	3	12	15
LOC284890	0	0	0	0	2	1
LOC284939	0	1	1	4	0	0
LOC284950	3	0	0	0	10	2
LOC284998	0	0	0	3	0	0
LOC285000	1	1	20	6	5	13
LOC285014	5	21	28	12	15	26
LOC285016	0	3	0	0	60	38
LOC285026	1	0	6	0	0	0
LOC285033	0	0	3	0	0	0
LOC285043	0	0	0	0	4	0
LOC285074	34	57	148	130	78	37
LOC285084	0	0	4	0	0	0
LOC285141	8	11	164	178	0	17
LOC285147	1	3	3	3	0	2
LOC285148	113	126	240	107	197	49
LOC285193	4	1	24	20	31	22
LOC285331	3	9	16	6	15	3
LOC285346	35	21	33	35	38	12
LOC285375	0	0	0	0	5	2
LOC285398	14	6	9	8	20	17
LOC285401	0	0	3	0	0	0
LOC285419	0	0	1	0	0	1
LOC285429	0	0	2	0	0	0
LOC285431	2	0	0	0	23	2
LOC285484	1	0	2	0	0	0
LOC285498	16	4	0	72	0	7
LOC285500	0	2	1	35	1	0
LOC285513	1985	1899	6838	4843	3870	4836
LOC285533	54	46	4	4	0	3
LOC285535	0	2	0	0	13	13
LOC285540	8	3	6	9	2	2
LOC285550	339	367	411	357	445	337
LOC285590	45	39	107	155	618	188
LOC285628	6	13	0	24	0	0
LOC285636	94	121	373	217	465	145
LOC285658	6	7	20	24	19	20
LOC285671	8	5	3	11	22	5
LOC285690	2	0	4	0	0	0
LOC285735	0	0	2	0	153	3
LOC285749	1	0	4	0	0	0
LOC285758	7	0	6	5	0	0
LOC285771	0	0	0	9	0	6
LOC285812	0	0	42	0	0	0
LOC285831	7	7	4	22	29	5
LOC285835	1	0	1	6	0	0
LOC285847	0	0	1	0	0	0
LOC285888	12	5	0	0	18	1
LOC285908	2	3	3	16	18	2
LOC285927	4	0	0	3	0	0
LOC285928	0	0	1	0	0	0
LOC285943	8	9	0	5	0	0
LOC285944	0	0	0	1	0	0
LOC285954	1	2	1	0	0	0
LOC285958	25	31	186	0	0	7
LOC285961	1	0	3	0	0	1
LOC285972	1	4	12	7	3	3
LOC285989	35	38	37	72	24	31
LOC286016	0	0	0	0	0	1
LOC286042	0	0	0	0	0	1
LOC286052	14	21	103	146	174	26
LOC286058	0	0	0	0	0	1
LOC286059	0	0	0	0	0	2
LOC286063	0	3	1	3	0	0
LOC286071	0	0	0	0	0	1
LOC286076	2	0	8	0	2	1
LOC286087	0	1	0	0	0	0
LOC286094	3	0	3	0	1	1
LOC286103	1	0	1	3	0	0
LOC286123	0	0	0	0	0	2
LOC286144	31	43	175	107	177	94
LOC286148	11	6	7	19	20	4
LOC286161	0	0	2	0	23	9
LOC286167	24	10	7	3	0	0
LOC286170	107	145	90	49	105	57
LOC286178	0	1	4	14	0	1
LOC286187	0	0	0	0	0	1
LOC286190	1	0	4	0	0	1
LOC286191	0	0	3	11	0	0
LOC286208	6	11	9	6	2	13
LOC286254	0	0	2	0	0	1
LOC286257	9	5	23	17	8	9
LOC286260	6	14	32	13	2	12
LOC286272	5	1	13	7	0	4
LOC286299	0	0	1	0	0	1
LOC286334	137	157	39	60	426	119
LOC286359	0	0	0	1	0	0
LOC286411	3	1	4	0	1	3
LOC286434	0	0	1	0	0	0
LOC286437	0	3	0	0	0	0
LOC286440	23	55	110	82	51	79
LOC286467	12	4	24	2	1	7
LOC286526	0	0	1	0	0	0
LOC317671	4	6	20	11	2	4
LOC338620	11	2	2	2	18	2
LOC338645	0	0	1	0	0	2
LOC338692	4	5	25	0	8	4
LOC338694	0	11	0	0	0	1
LOC338739	0	0	0	1	3	2
LOC338773	1	0	0	0	0	0
LOC338797	1	0	0	0	0	0
LOC338799	15	12	34	2	16	47
LOC338817	3	1	3	0	0	0
LOC338963	0	0	1	0	0	0
LOC339005	1	1	10	0	1	0
LOC339047	208	214	669	224	266	480
LOC339123	13	2	17	13	12	15
LOC339210	0	0	5	32	6	6
LOC339229	31	21	183	30	33	40
LOC339231	127	91	316	306	351	68
LOC339240	0	0	4	0	0	11
LOC339263	28	44	54	66	85	18
LOC339287	217	261	356	167	358	252
LOC339290	31	26	29	6	32	24
LOC339306	0	0	1	0	0	0
LOC339324	20	8	12	5	19	26
LOC339344	31	61	76	12	47	17
LOC339400	2	0	20	17	22	4
LOC339448	58	34	152	125	60	79
LOC339456	0	0	15	3	0	0
LOC339483	2	2	7	10	2	1
LOC339524	0	0	1	0	0	0
LOC339529	0	0	0	0	0	1
LOC339535	2	3	0	29	0	13
LOC339539	0	0	1	0	0	1
LOC339568	0	2	1	0	1	3
LOC339622	0	0	0	0	0	1
LOC339666	0	3	0	0	0	0
LOC339674	29	34	117	87	103	65
LOC339742	11	4	19	112	9	7
LOC339745	49	46	84	77	83	43
LOC339766	6	10	24	23	18	25
LOC339768	0	0	5	0	0	5
LOC339803	2	2	1	1	14	0
LOC339804	0	2	2	0	8	3
LOC339834	0	0	2	0	0	0
LOC339874	0	0	1	0	0	0
LOC339879	0	0	1	0	0	0
LOC339894	0	0	2	0	0	0
LOC339903	0	0	0	42	0	2
LOC339942	11	5	30	25	63	49
LOC339967	1	5	6	0	4	1
LOC339977	0	0	0	2	0	0
LOC339988	0	0	0	0	1	1
LOC340037	3	0	3	0	0	0
LOC340061	4	1	10	31	45	30
LOC340069	0	0	1	0	0	0
LOC340094	0	0	1	1	0	0
LOC340109	1	0	0	0	0	3
LOC340156	0	3	5	0	0	8
LOC340281	16	39	0	51	21	4
LOC340318	142	141	563	159	293	295
LOC340335	3	5	1	1	3	1
LOC340351	75	142	54	37	33	19
LOC340414	1	2	1	0	1	2
LOC340515	0	0	0	0	0	1
LOC340529	0	0	0	0	0	1
LOC340542	0	0	2	0	0	0
LOC340544	0	0	3	2	8	1
LOC340602	0	0	0	1	0	0
LOC342346	1	0	0	0	0	0
LOC342892	2	4	1	0	0	0
LOC344371	0	0	1	0	0	0
LOC344595	1	0	0	18	17	3
LOC344875	24	26	60	10	33	16
LOC345079	0	0	0	0	9	0
LOC345222	0	1	0	1	0	0
LOC346653	0	0	6	0	0	0
LOC346887	5	6	19	3	9	2
LOC347273	1	0	1	0	0	1
LOC348094	0	1	0	10	10	3
LOC348162	14	1	88	5	0	4
LOC348174	8	4	2	22	29	51
LOC348180	58	52	200	100	34	48
LOC348262	57	0	47	1	72	24
LOC348801	6	2	15	20	0	15
LOC348808	0	0	1	0	0	0
LOC348817	0	0	0	0	0	1
LOC348926	2	8	18	45	9	5
LOC349114	11	5	2	0	5	4
LOC349136	2	1	1	0	0	0
LOC349196	0	0	0	3	4	0
LOC349236	3	2	2	39	35	15
LOC349408	0	0	0	0	3	0
LOC360030	1	0	2	0	0	0
LOC374395	113	126	177	443	448	146
LOC374443	4	3	3	6	0	2
LOC374491	0	0	2	0	0	1
LOC374654	0	1	5	1	18	4
LOC374920	11	7	26	3	14	13
LOC374946	114	75	43	203	0	17
LOC374955	24	10	17	3	16	5
LOC374969	84	80	182	125	246	110
LOC374973	0	0	1	14	0	0
LOC375035	0	0	2	0	1	3
LOC375133	14	2	10	0	3	0
LOC375251	0	0	2	0	0	0
LOC375295	0	0	0	75	0	16
LOC375449	1	0	1	0	7	0
LOC375719	19	28	2	1	5	2
LOC375748	5	4	7	10	3	3
LOC375759	7	0	10	23	12	1
LOC376693	0	0	12	0	0	2
LOC377064	20	22	94	69	19	22
LOC387601	0	0	1	0	0	0
LOC387646	0	0	0	0	1	1
LOC387647	62	54	75	37	136	47
LOC387680	2	0	3	0	9	3
LOC387697	2	0	0	0	6	4
LOC387755	0	0	4	0	0	0
LOC387758	2008	1914	6840	4844	3870	4838
LOC387763	118	135	9	15	0	64
LOC387789	1	0	1	0	0	2
LOC387790	0	0	0	0	0	2
LOC387804	4	4	46	31	12	19
LOC387830	0	0	2	0	0	0
LOC387832	0	0	0	0	0	1
LOC387856	6	1	0	8	30	3
LOC387882	375	225	1574	1216	771	797
LOC387885	0	0	1	0	0	0
LOC387890	1	0	1	0	0	0
LOC387895	1	1	0	74	0	0
LOC387905	2	0	0	0	0	9
LOC387914	0	0	0	0	0	44
LOC388114	88	11	218	192	357	100
LOC388134	39	74	15	60	346	139
LOC388135	1	0	0	0	0	6
LOC388152	6	4	38	40	38	50
LOC388174	0	0	1	0	0	0
LOC388221	43	41	346	517	226	168
LOC388272	203	252	328	703	960	152
LOC388282	3	8	81	2	0	2
LOC388284	4	0	1	0	0	2
LOC388308	0	0	0	2	7	3
LOC388312	1	0	0	0	0	0
LOC388327	0	2	4	8	0	0
LOC388335	4	12	0	6	1	0
LOC388344	0	0	0	0	0	1
LOC388389	51	42	41	140	42	92
LOC388416	1	0	1	0	0	0
LOC388420	0	2	3	0	0	0
LOC388436	0	0	1	2	0	0
LOC388480	0	0	13	30	0	4
LOC388494	3	3	4	12	0	9
LOC388519	6	5	1	5	0	2
LOC388524	21688	18329	60345	40096	61552	32496
LOC388526	11	6	23	1	3	9
LOC388554	40	8	43	14	42	40
LOC388558	1	0	0	0	0	2
LOC388578	1	0	2	11	26	2
LOC388588	0	0	4	4	30	6
LOC388593	15	7	7	18	31	39
LOC388635	0	0	1	0	0	0
LOC388639	0	5	0	0	0	1
LOC388650	441	239	252	454	31	18
LOC388692	3	2	4	0	0	0
LOC388716	0	0	0	2	0	0
LOC388727	1	0	0	0	0	0
LOC388730	0	0	3	0	0	0
LOC388760	35	58	71	41	36	36
LOC388789	12	20	623	218	269	92
LOC388796	34	15	647	130	83	47
LOC388817	108	108	523	475	161	203
LOC388822	12	1	20	40	25	15
LOC388882	1	0	0	0	0	0
LOC388886	42	57	57	158	404	110
LOC388889	5	10	14	7	22	1
LOC388906	0	0	0	0	1	1
LOC388943	0	0	1	0	0	0
LOC388948	0	0	3	6	0	3
LOC388962	3	1	15	34	14	4
LOC388966	27	30	92	201	153	30
LOC388969	18	11	17	16	17	13
LOC389019	4	0	9	21	0	3
LOC389023	0	0	0	0	0	1
LOC389049	1	0	0	0	2	0
LOC389070	0	1	3	0	0	0
LOC389071	0	0	0	1	0	0
LOC389072	33	24	16	19	12	36
LOC389073	149	72	0	2	0	3
LOC389081	0	1	0	0	0	2
LOC389118	6	6	4	12	0	13
LOC389119	1	0	0	0	0	0
LOC389145	0	0	1	0	0	0
LOC389162	0	0	0	0	9	0
LOC389163	0	0	1	0	0	0
LOC389172	1884	1274	5023	5310	3702	3470
LOC389183	0	1	1	4	0	0
LOC389185	1	1	3	0	0	1
LOC389188	68	71	262	122	156	99
LOC389203	74	66	434	249	515	70
LOC389247	0	0	3	0	0	2
LOC389252	0	0	0	0	0	1
LOC389295	18	17	12	6	37	6
LOC389323	5	3	35	14	14	31
LOC389342	0	1	0	0	0	0
LOC389398	1	0	2	0	0	2
LOC389429	0	0	6	8	0	3
LOC389435	0	0	1	0	0	3
LOC389458	1	0	26	3	0	2
LOC389493	6	3	38	3	0	4
LOC389541	637	637	1808	1083	1469	991
LOC389641	0	0	7	38	0	1
LOC389660	0	0	1	0	0	0
LOC389677	61	18	102	81	108	41
LOC389722	0	0	6	0	0	11
LOC389734	14	19	9	0	13	4
LOC389765	1	0	1	0	9	1
